customer_id,total_purchases,total_browses,total_spent,avg_order_value,total_page_views,avg_page_views,first_activity,last_activity,days_since_first,days_since_last,customer_lifetime_days,avg_daily_activity,purchase_conversion_rate,age,gender,location,income,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment,days_since_last_purchase,churned
2355,5,208,936.61,4.397230046948357,302,1.4178403755868545,2024-11-04,2025-11-02,421,58,363,0.5867768595041323,0.023474178403755867,58,Female,AZ,71665,80.0,5.0,936.61,3,2,2,322,Loyal Customers,58,0
2356,8,208,1171.6,5.424074074074074,496,2.2962962962962963,2025-04-26,2025-12-28,248,2,246,0.8780487804878049,0.037037037037037035,33,Non-Binary,WV,57263,58.0,8.0,1171.6,3,3,2,332,Loyal Customers,2,0
2357,7,170,850.74,4.806440677966101,236,1.3333333333333333,2024-01-28,2025-01-23,702,341,361,0.4903047091412742,0.03954802259887006,22,Non-Binary,SD,71868,377.0,7.0,850.74,1,3,2,132,At Risk,341,1
2358,4,154,686.54,4.345189873417722,198,1.2531645569620253,2025-01-12,2025-12-27,352,3,349,0.45272206303724927,0.02531645569620253,56,Male,ID,84727,153.0,4.0,686.54,2,2,2,222,At Risk,3,0
2359,4,112,575.23,4.958879310344828,137,1.1810344827586208,2025-02-07,2025-12-29,326,1,325,0.3569230769230769,0.034482758620689655,50,Non-Binary,LA,42832,19.0,4.0,575.23,4,2,2,422,Loyal Customers,1,0
2360,5,186,775.41,4.059738219895288,283,1.4816753926701571,2024-12-20,2025-12-18,375,12,363,0.5261707988980716,0.02617801047120419,56,Male,MI,68525,150.0,5.0,775.41,2,2,2,222,At Risk,12,0
2361,14,257,3185.88,11.756014760147602,463,1.7084870848708487,2024-08-23,2025-08-21,494,131,363,0.7465564738292011,0.05166051660516605,60,Female,VI,86944,133.0,14.0,3185.88,2,4,4,244,At Risk,131,1
2362,1,30,243.96,7.869677419354839,41,1.3225806451612903,2025-11-10,2025-12-29,50,1,49,0.6326530612244898,0.03225806451612903,24,Female,WI,64007,23.0,1.0,243.96,4,1,1,411,New Customers,1,0
2363,6,110,2323.67,20.031637931034485,182,1.5689655172413792,2025-07-21,2025-12-30,162,0,162,0.7160493827160493,0.05172413793103448,52,Male,AR,86667,17.0,6.0,2323.67,4,2,4,424,Loyal Customers,0,0
2364,10,187,1346.81,6.836598984771573,312,1.583756345177665,2025-03-08,2025-12-30,297,0,297,0.6632996632996633,0.050761421319796954,49,Female,VI,45665,3.0,10.0,1346.81,4,3,3,433,Champions,0,0
2365,11,162,4830.63,27.92271676300578,261,1.5086705202312138,2025-05-17,2025-12-30,227,0,227,0.762114537444934,0.06358381502890173,55,Non-Binary,SD,108676,17.0,11.0,4830.63,4,4,4,444,Champions,0,0
2366,6,150,2316.8,14.851282051282052,211,1.3525641025641026,2024-03-27,2025-03-24,643,281,362,0.430939226519337,0.038461538461538464,34,Female,MA,72436,289.0,6.0,2316.8,1,2,4,124,At Risk,281,1
2367,1,10,28.66,2.6054545454545455,23,2.090909090909091,2025-12-19,2025-12-30,11,0,11,1.0,0.09090909090909091,58,Non-Binary,KY,53062,9.0,1.0,28.66,4,1,1,411,New Customers,0,0
2368,4,114,2869.37,24.316694915254235,193,1.6355932203389831,2025-07-09,2025-12-30,174,0,174,0.6781609195402298,0.03389830508474576,19,Non-Binary,DE,88793,49.0,4.0,2869.37,3,2,4,324,Loyal Customers,0,0
2369,1,9,134.17,13.416999999999998,25,2.5,2025-12-18,2025-12-30,12,0,12,0.8333333333333334,0.1,68,Non-Binary,AS,64832,6.0,1.0,134.17,4,1,1,411,New Customers,0,0
2370,5,154,966.26,6.077106918238994,193,1.2138364779874213,2024-08-25,2025-08-21,492,131,361,0.4404432132963989,0.031446540880503145,54,Female,MN,88179,146.0,5.0,966.26,2,2,2,222,At Risk,131,1
2371,4,201,693.4599999999999,3.3827317073170726,294,1.4341463414634146,2024-08-22,2025-08-21,495,131,364,0.5631868131868132,0.01951219512195122,65,Non-Binary,NE,108419,209.0,4.0,693.4599999999999,2,2,2,222,At Risk,131,1
2372,4,75,1696.05,21.468987341772152,136,1.7215189873417722,2025-09-11,2025-12-30,110,0,110,0.7181818181818181,0.05063291139240506,48,Female,FM,59210,76.0,4.0,1696.05,3,2,3,323,Loyal Customers,0,0
2373,6,204,2006.0500000000002,9.552619047619048,307,1.4619047619047618,2025-01-17,2025-12-30,347,0,347,0.6051873198847262,0.02857142857142857,61,Female,MO,55171,117.0,6.0,2006.0500000000002,2,2,3,223,At Risk,0,0
2374,11,247,1698.37,6.58282945736434,432,1.6744186046511629,2024-05-28,2025-05-25,581,219,362,0.712707182320442,0.04263565891472868,21,Non-Binary,WA,40753,280.0,11.0,1698.37,1,4,3,143,At Risk,219,1
2375,5,68,1479.5500000000002,20.267808219178086,87,1.1917808219178083,2025-04-06,2025-12-23,268,7,261,0.2796934865900383,0.0684931506849315,24,Non-Binary,NV,82570,76.0,5.0,1479.5500000000002,3,2,3,323,Loyal Customers,7,0
2376,3,83,571.44,6.644651162790698,94,1.0930232558139534,2024-02-21,2025-02-09,678,324,354,0.24293785310734464,0.03488372093023256,57,Non-Binary,MH,85918,405.0,3.0,571.44,1,1,2,112,Others,324,1
2377,1,10,50.13,4.557272727272728,14,1.2727272727272727,2025-12-10,2025-12-30,20,0,20,0.55,0.09090909090909091,32,Female,MS,96822,0.0,1.0,50.13,4,1,1,411,New Customers,0,0
2378,12,301,1859.25,5.9400958466453675,693,2.2140575079872202,2024-01-05,2025-01-03,725,361,364,0.8598901098901099,0.038338658146964855,69,Female,MA,93238,367.0,12.0,1859.25,1,4,3,143,At Risk,361,1
2379,4,171,1383.65,7.9065714285714295,215,1.2285714285714286,2024-06-16,2025-06-14,562,199,363,0.4820936639118457,0.022857142857142857,43,Non-Binary,HI,103896,216.0,4.0,1383.65,2,2,3,223,At Risk,199,1
2380,5,153,419.09,2.6524683544303795,325,2.0569620253164556,2025-06-27,2025-12-30,186,0,186,0.8494623655913979,0.03164556962025317,30,Female,NM,37077,5.0,5.0,419.09,4,2,1,421,Need Attention,0,0
2381,19,264,3136.05,11.081448763250885,665,2.34982332155477,2025-02-04,2025-12-30,329,0,329,0.8601823708206687,0.06713780918727916,32,Female,UT,41921,34.0,19.0,3136.05,3,4,4,344,Champions,0,0
2382,1,75,19.51,0.2567105263157895,91,1.1973684210526316,2024-08-31,2025-08-25,486,127,359,0.2116991643454039,0.013157894736842105,58,Non-Binary,NM,65094,244.0,1.0,19.51,1,1,1,111,Others,127,1
2383,4,231,330.54999999999995,1.4065957446808508,368,1.5659574468085107,2024-06-12,2025-06-11,566,202,364,0.6456043956043956,0.01702127659574468,69,Non-Binary,MN,82213,339.0,4.0,330.54999999999995,1,2,1,121,Others,202,1
2384,7,191,658.9599999999999,3.3280808080808075,281,1.4191919191919191,2025-01-16,2025-12-30,348,0,348,0.5689655172413793,0.03535353535353535,55,Male,AS,105465,55.0,7.0,658.9599999999999,3,3,2,332,Loyal Customers,0,0
2385,11,140,3293.08,21.808476821192052,271,1.794701986754967,2025-06-17,2025-12-30,196,0,196,0.7704081632653061,0.0728476821192053,69,Non-Binary,NC,58939,4.0,11.0,3293.08,4,4,4,444,Champions,0,0
2386,5,190,296.39,1.5199487179487179,265,1.358974358974359,2024-02-25,2025-02-22,674,311,363,0.5371900826446281,0.02564102564102564,40,Male,KY,56591,317.0,5.0,296.39,1,2,1,121,Others,311,1
2387,5,221,1444.54,6.391769911504425,369,1.6327433628318584,2024-05-10,2025-05-04,599,240,359,0.6295264623955432,0.022123893805309734,61,Male,AS,79181,262.0,5.0,1444.54,1,2,3,123,At Risk,240,1
2388,2,128,81.88,0.6298461538461538,200,1.5384615384615385,2025-05-18,2025-12-30,226,0,226,0.5752212389380531,0.015384615384615385,40,Non-Binary,CO,66848,13.0,2.0,81.88,4,1,1,411,New Customers,0,0
2389,11,182,1428.81,7.403160621761658,318,1.6476683937823835,2025-04-10,2025-12-30,264,0,264,0.7310606060606061,0.05699481865284974,60,Non-Binary,VA,98043,49.0,11.0,1428.81,3,4,3,343,Champions,0,0
2390,0,29,0.0,0.0,33,1.1379310344827587,2025-10-09,2025-12-29,82,1,81,0.35802469135802467,0.0,18,Male,NE,72133,,,,,,,,,1,1
2391,4,142,596.3199999999999,4.084383561643835,178,1.2191780821917808,2024-04-06,2025-04-05,633,269,364,0.4010989010989011,0.0273972602739726,26,Non-Binary,CO,51660,294.0,4.0,596.3199999999999,1,2,2,122,At Risk,269,1
2392,10,257,1639.8899999999999,6.14191011235955,477,1.7865168539325842,2024-12-15,2025-12-13,380,17,363,0.7355371900826446,0.03745318352059925,69,Female,NE,89906,103.0,10.0,1639.8899999999999,2,3,3,233,At Risk,17,0
2393,2,151,56.18,0.36718954248366015,249,1.6274509803921569,2025-04-26,2025-12-27,248,3,245,0.6244897959183674,0.013071895424836602,24,Non-Binary,PA,49208,140.0,2.0,56.17999999999999,2,1,1,211,Need Attention,3,0
2394,17,249,4278.46,16.084436090225562,464,1.744360902255639,2024-02-21,2025-02-19,678,314,364,0.7307692307692307,0.06390977443609022,34,Non-Binary,GU,75436,326.0,17.0,4278.46,1,4,4,144,At Risk,314,1
2395,2,47,376.21,7.677755102040816,61,1.2448979591836735,2025-10-03,2025-12-29,88,1,87,0.5632183908045977,0.04081632653061224,67,Male,HI,89071,76.0,2.0,376.21,3,1,1,311,Need Attention,1,0
2396,5,149,616.78,4.005064935064935,231,1.5,2025-04-13,2025-12-22,261,8,253,0.6086956521739131,0.032467532467532464,31,Male,ND,72930,19.0,5.0,616.78,4,2,2,422,Loyal Customers,8,0
2397,6,140,292.67,2.0045890410958904,210,1.4383561643835616,2025-04-16,2025-12-30,258,0,258,0.5658914728682171,0.0410958904109589,62,Male,LA,66251,50.0,6.0,292.67,3,2,1,321,Need Attention,0,0
2398,13,265,3660.5499999999997,13.167446043165466,490,1.7625899280575539,2024-01-30,2025-01-28,700,336,364,0.7637362637362637,0.046762589928057555,23,Non-Binary,MD,59407,363.0,13.0,3660.5499999999997,1,4,4,144,At Risk,336,1
2399,5,187,1675.58,8.726979166666666,367,1.9114583333333333,2025-04-09,2025-12-30,265,0,265,0.7245283018867924,0.026041666666666668,41,Male,CT,91346,26.0,5.0,1675.58,3,2,3,323,Loyal Customers,0,0
2400,4,105,1205.6299999999999,11.060825688073393,149,1.3669724770642202,2025-03-09,2025-12-30,296,0,296,0.36824324324324326,0.03669724770642202,34,Male,CO,46821,13.0,4.0,1205.6299999999999,4,2,3,423,Loyal Customers,0,0
2401,6,117,1034.86,8.413495934959348,152,1.2357723577235773,2025-03-17,2025-12-29,288,1,287,0.42857142857142855,0.04878048780487805,61,Female,MD,89909,21.0,6.0,1034.86,4,2,2,422,Loyal Customers,1,0
2402,1,18,288.61,15.190000000000001,23,1.2105263157894737,2025-11-10,2025-12-29,50,1,49,0.3877551020408163,0.05263157894736842,36,Non-Binary,TN,84675,28.0,1.0,288.61,3,1,1,311,Need Attention,1,0
2403,0,14,0.0,0.0,15,1.0714285714285714,2025-10-28,2025-12-29,63,1,62,0.22580645161290322,0.0,32,Female,LA,81170,,,,,,,,,1,1
2404,7,189,991.4,5.058163265306122,284,1.4489795918367347,2024-09-13,2025-09-11,473,110,363,0.5399449035812672,0.03571428571428571,33,Female,ME,76799,118.0,7.0,991.4,2,3,2,232,At Risk,110,1
2405,13,270,1696.8,5.995759717314487,550,1.9434628975265018,2024-04-06,2025-04-04,633,270,363,0.7796143250688705,0.045936395759717315,45,Non-Binary,NV,79689,298.0,13.0,1696.8,1,4,3,143,At Risk,270,1
2406,3,71,71.66000000000001,0.9683783783783785,181,2.445945945945946,2025-10-02,2025-12-30,89,0,89,0.8314606741573034,0.04054054054054054,46,Male,PA,94895,32.0,3.0,71.66000000000001,3,1,1,311,Need Attention,0,0
2407,10,194,1444.1299999999999,7.0790686274509795,286,1.4019607843137254,2024-02-25,2025-02-23,674,310,364,0.5604395604395604,0.049019607843137254,46,Non-Binary,VT,86328,318.0,10.0,1444.1299999999999,1,3,3,133,At Risk,310,1
2408,5,44,301.33000000000004,6.149591836734695,96,1.9591836734693877,2025-10-28,2025-12-30,63,0,63,0.7777777777777778,0.10204081632653061,54,Non-Binary,NE,101105,1.0,5.0,301.33000000000004,4,2,1,421,Need Attention,0,0
2409,3,133,253.70999999999998,1.8655147058823527,161,1.1838235294117647,2024-04-26,2025-04-22,613,252,361,0.3767313019390582,0.022058823529411766,47,Male,GA,69911,408.0,3.0,253.70999999999998,1,1,1,111,Others,252,1
2410,2,48,1184.54,23.6908,52,1.04,2025-05-19,2025-12-30,225,0,225,0.2222222222222222,0.04,58,Female,UT,89061,5.0,2.0,1184.54,4,1,2,412,New Customers,0,0
2411,11,105,3513.7799999999997,30.29120689655172,260,2.2413793103448274,2025-08-13,2025-12-29,139,1,138,0.8405797101449275,0.09482758620689655,32,Non-Binary,NV,72956,31.0,11.0,3513.7799999999997,3,4,4,344,Champions,1,0
2412,14,274,1508.24,5.236944444444444,548,1.9027777777777777,2024-04-01,2025-03-31,638,274,364,0.7912087912087912,0.04861111111111111,44,Female,MI,90354,369.0,14.0,1508.24,1,4,3,143,At Risk,274,1
2413,13,279,2942.44,10.076849315068493,516,1.7671232876712328,2024-09-26,2025-09-25,460,96,364,0.8021978021978022,0.04452054794520548,46,Male,NV,94455,103.0,13.0,2942.44,2,4,4,244,At Risk,96,1
2414,11,243,2334.45,9.190748031496062,449,1.7677165354330708,2024-04-05,2025-04-04,634,270,364,0.6978021978021978,0.04330708661417323,58,Female,AZ,75568,276.0,11.0,2334.45,1,4,4,144,At Risk,270,1
2415,6,150,1393.41,8.932115384615384,230,1.4743589743589745,2025-04-15,2025-12-30,259,0,259,0.6023166023166023,0.038461538461538464,38,Male,VA,55062,32.0,6.0,1393.41,3,2,3,323,Loyal Customers,0,0
2416,6,129,640.5600000000001,4.744888888888889,174,1.288888888888889,2024-07-17,2025-07-12,531,171,360,0.375,0.044444444444444446,51,Non-Binary,VI,58489,171.0,6.0,640.5600000000001,2,2,2,222,At Risk,171,1
2417,18,262,4801.38,17.147785714285714,569,2.032142857142857,2024-12-02,2025-12-01,393,29,364,0.7692307692307693,0.06428571428571428,68,Male,PW,97213,38.0,18.0,4801.38,3,4,4,344,Champions,29,0
2418,1,40,242.14,5.905853658536585,59,1.4390243902439024,2025-11-02,2025-12-29,58,1,57,0.7192982456140351,0.024390243902439025,35,Female,MI,66054,35.0,1.0,242.14,3,1,1,311,Need Attention,1,0
2419,3,53,382.28,6.826428571428571,97,1.7321428571428572,2025-10-13,2025-12-29,78,1,77,0.7272727272727273,0.05357142857142857,46,Male,RI,63268,56.0,3.0,382.28,3,1,1,311,Need Attention,1,0
2420,4,112,389.96,3.3617241379310343,151,1.3017241379310345,2025-05-29,2025-12-30,215,0,215,0.5395348837209303,0.034482758620689655,41,Non-Binary,NE,68379,72.0,4.0,389.96,3,2,1,321,Need Attention,0,0
2421,3,61,1231.19,19.23734375,114,1.78125,2025-10-05,2025-12-29,86,1,85,0.7529411764705882,0.046875,31,Non-Binary,KY,96606,41.0,3.0,1231.19,3,1,3,313,Others,1,0
2422,13,224,2417.02,10.198396624472574,376,1.5864978902953586,2024-08-25,2025-08-23,492,129,363,0.6528925619834711,0.05485232067510549,25,Female,SC,50705,154.0,13.0,2417.02,2,4,4,244,At Risk,129,1
2423,3,101,269.55,2.591826923076923,160,1.5384615384615385,2025-06-27,2025-12-29,186,1,185,0.5621621621621622,0.028846153846153848,27,Non-Binary,WY,50316,31.0,3.0,269.55,3,1,1,311,Need Attention,1,0
2424,1,57,135.66,2.3389655172413795,90,1.5517241379310345,2025-10-05,2025-12-29,86,1,85,0.6823529411764706,0.017241379310344827,49,Female,AR,84503,66.0,1.0,135.66,3,1,1,311,Need Attention,1,0
2425,12,239,3257.1800000000003,12.976812749003985,395,1.5737051792828685,2024-01-30,2025-01-28,700,336,364,0.6895604395604396,0.04780876494023904,58,Male,CA,71626,349.0,12.0,3257.1800000000003,1,4,4,144,At Risk,336,1
2426,17,264,2095.18,7.456156583629893,519,1.8469750889679715,2024-03-02,2025-02-27,668,306,362,0.7762430939226519,0.060498220640569395,25,Non-Binary,TN,41309,309.0,17.0,2095.18,1,4,4,144,At Risk,306,1
2427,6,206,830.76,3.918679245283019,425,2.0047169811320753,2025-04-11,2025-12-30,263,0,263,0.8060836501901141,0.02830188679245283,68,Non-Binary,SC,77351,19.0,6.0,830.76,4,2,2,422,Loyal Customers,0,0
2428,4,152,1533.02,9.827051282051283,306,1.9615384615384615,2025-06-17,2025-12-30,196,0,196,0.7959183673469388,0.02564102564102564,63,Non-Binary,MO,77171,37.0,4.0,1533.02,3,2,3,323,Loyal Customers,0,0
2429,9,144,2025.9700000000003,13.241633986928106,204,1.3333333333333333,2024-03-23,2025-03-22,647,283,364,0.42032967032967034,0.058823529411764705,41,Non-Binary,MN,64470,294.0,9.0,2025.9700000000003,1,3,3,133,At Risk,283,1
2430,4,50,611.95,11.332407407407409,94,1.7407407407407407,2025-10-19,2025-12-30,72,0,72,0.75,0.07407407407407407,18,Female,NY,72946,14.0,4.0,611.95,4,2,2,422,Loyal Customers,0,0
2431,2,91,143.26999999999998,1.540537634408602,109,1.1720430107526882,2024-04-25,2025-04-20,614,254,360,0.25833333333333336,0.021505376344086023,43,Female,AS,65019,391.0,2.0,143.26999999999998,1,1,1,111,Others,254,1
2432,8,234,1308.99,5.4090495867768595,355,1.4669421487603307,2024-08-17,2025-08-16,500,136,364,0.6648351648351648,0.03305785123966942,64,Non-Binary,WA,109113,192.0,8.0,1308.99,2,3,3,233,At Risk,136,1
2433,9,254,2258.52,8.587528517110266,458,1.741444866920152,2024-02-07,2025-02-03,692,330,362,0.7265193370165746,0.034220532319391636,18,Non-Binary,TX,56845,397.0,9.0,2258.52,1,3,4,134,At Risk,330,1
2434,2,146,403.12,2.7237837837837837,184,1.2432432432432432,2024-01-15,2025-01-09,715,355,360,0.4111111111111111,0.013513513513513514,30,Male,GA,62523,635.0,2.0,403.12,1,1,1,111,Others,355,1
2435,3,178,1616.8000000000002,8.932596685082874,270,1.4917127071823204,2025-03-11,2025-12-30,294,0,294,0.6156462585034014,0.016574585635359115,23,Female,AK,68935,12.0,3.0,1616.8000000000002,4,1,3,413,Others,0,0
2436,4,95,189.44,1.9135353535353534,122,1.2323232323232323,2025-04-24,2025-12-30,250,0,250,0.396,0.04040404040404041,56,Non-Binary,FL,61501,8.0,4.0,189.44,4,2,1,421,Need Attention,0,0
2437,13,264,3239.41,11.694620938628159,476,1.7184115523465704,2024-11-20,2025-11-19,405,41,364,0.760989010989011,0.04693140794223827,69,Male,PR,54621,70.0,13.0,3239.41,3,4,4,344,Champions,41,0
2438,0,36,0.0,0.0,36,1.0,2024-04-19,2025-03-31,620,274,346,0.10404624277456648,0.0,19,Non-Binary,PA,40250,,,,,,,,,274,1
2439,6,184,1079.8200000000002,5.6832631578947375,283,1.4894736842105263,2024-02-22,2025-02-17,677,316,361,0.5263157894736842,0.031578947368421054,33,Female,TX,98687,392.0,6.0,1079.8200000000002,1,2,2,122,At Risk,316,1
2440,9,158,884.52,5.296526946107784,223,1.3353293413173652,2024-03-16,2025-03-15,654,290,364,0.45879120879120877,0.05389221556886228,51,Male,WY,52325,296.0,9.0,884.52,1,3,2,132,At Risk,290,1
2441,6,109,642.0,5.582608695652174,199,1.7304347826086957,2025-08-01,2025-12-30,151,0,151,0.7615894039735099,0.05217391304347826,40,Non-Binary,NV,76601,4.0,6.0,642.0,4,2,2,422,Loyal Customers,0,0
2442,3,116,317.1,2.6647058823529415,144,1.2100840336134453,2024-02-12,2025-02-10,687,323,364,0.3269230769230769,0.025210084033613446,46,Male,AZ,46970,379.0,3.0,317.1,1,1,1,111,Others,323,1
2443,0,1,0.0,0.0,2,2.0,2025-12-29,2025-12-29,1,1,0,1.0,0.0,34,Male,DC,77914,,,,,,,,,1,1
2444,4,104,1162.82,10.766851851851852,141,1.3055555555555556,2025-04-16,2025-12-29,258,1,257,0.42023346303501946,0.037037037037037035,53,Non-Binary,CA,89191,1.0,4.0,1162.82,4,2,2,422,Loyal Customers,1,0
2445,11,179,1917.55,10.092368421052631,262,1.3789473684210527,2024-04-07,2025-04-06,632,268,364,0.521978021978022,0.05789473684210526,48,Female,IA,67596,285.0,11.0,1917.55,1,4,3,143,At Risk,268,1
2446,9,230,2244.35,9.390585774058577,400,1.6736401673640167,2024-03-18,2025-03-17,652,288,364,0.6565934065934066,0.03765690376569038,33,Female,WI,74800,311.0,9.0,2244.35,1,3,4,134,At Risk,288,1
2447,1,100,75.14,0.743960396039604,117,1.1584158415841583,2024-08-10,2025-08-07,507,145,362,0.27900552486187846,0.009900990099009901,23,Non-Binary,SD,55504,291.0,1.0,75.14,1,1,1,111,Others,145,1
2448,8,138,605.11,4.14458904109589,179,1.226027397260274,2024-03-16,2025-03-13,654,292,362,0.40331491712707185,0.0547945205479452,18,Non-Binary,MN,46813,313.0,8.0,605.11,1,3,2,132,At Risk,292,1
2449,6,180,976.86,5.251935483870968,259,1.39247311827957,2024-11-29,2025-11-26,396,34,362,0.5138121546961326,0.03225806451612903,31,Non-Binary,MN,72930,161.0,6.0,976.86,2,2,2,222,At Risk,34,0
2450,10,267,1616.98,5.8374729241877255,555,2.003610108303249,2024-04-25,2025-04-24,614,250,364,0.760989010989011,0.036101083032490974,53,Female,MS,74638,270.0,10.0,1616.98,1,3,3,133,At Risk,250,1
2451,9,251,1244.93,4.788192307692308,430,1.6538461538461537,2024-09-02,2025-09-01,484,120,364,0.7142857142857143,0.03461538461538462,67,Non-Binary,OK,54372,131.0,9.0,1244.93,2,3,3,233,At Risk,120,1
2452,18,224,3692.08,15.256528925619834,401,1.6570247933884297,2024-02-12,2025-02-08,687,325,362,0.6685082872928176,0.0743801652892562,34,Female,AZ,66942,328.0,18.0,3692.08,1,4,4,144,At Risk,325,1
2453,11,187,2976.76,15.034141414141414,277,1.398989898989899,2024-10-05,2025-10-04,451,87,364,0.5439560439560439,0.05555555555555555,21,Non-Binary,PA,75093,96.0,11.0,2976.76,2,4,4,244,At Risk,87,0
2454,19,236,3973.12,15.580862745098038,514,2.015686274509804,2025-02-13,2025-12-30,320,0,320,0.796875,0.07450980392156863,65,Female,FL,68636,1.0,19.0,3973.12,4,4,4,444,Champions,0,0
2455,4,176,259.23,1.4401666666666668,250,1.3888888888888888,2025-02-11,2025-12-30,322,0,322,0.5590062111801242,0.022222222222222223,38,Male,TX,73951,96.0,4.0,259.23,2,2,1,221,Need Attention,0,0
2456,13,241,1621.34,6.383228346456693,464,1.8267716535433072,2025-02-18,2025-12-30,315,0,315,0.8063492063492064,0.051181102362204724,62,Non-Binary,NV,68789,19.0,13.0,1621.34,4,4,3,443,Champions,0,0
2457,9,241,1274.02,5.09608,388,1.552,2024-03-02,2025-02-27,668,306,362,0.6906077348066298,0.036,53,Female,MN,87564,310.0,9.0,1274.02,1,3,3,133,At Risk,306,1
2458,6,169,925.61,5.2892,315,1.8,2025-05-01,2025-12-30,243,0,243,0.720164609053498,0.03428571428571429,22,Female,MN,50411,38.0,6.0,925.61,3,2,2,322,Loyal Customers,0,0
2459,0,2,0.0,0.0,3,1.5,2025-12-13,2025-12-15,17,15,2,1.0,0.0,69,Male,NV,77933,,,,,,,,,15,1
2460,6,161,775.9399999999999,4.646347305389221,226,1.3532934131736527,2024-09-23,2025-09-19,463,102,361,0.4626038781163435,0.03592814371257485,46,Female,WV,75729,343.0,6.0,775.9399999999999,1,2,2,122,At Risk,102,1
2461,10,243,2131.15,8.423517786561264,478,1.8893280632411067,2025-02-15,2025-12-28,318,2,316,0.8006329113924051,0.039525691699604744,27,Male,CA,60127,6.0,10.0,2131.15,4,3,4,434,Champions,2,0
2462,7,216,1133.65,5.083632286995516,301,1.3497757847533631,2024-11-03,2025-11-02,422,58,364,0.6126373626373627,0.03139013452914798,27,Female,OK,78480,73.0,7.0,1133.65,3,3,2,332,Loyal Customers,58,0
2463,17,281,3663.2400000000002,12.29275167785235,616,2.0671140939597317,2024-11-14,2025-11-13,411,47,364,0.8186813186813187,0.05704697986577181,66,Non-Binary,DC,73434,64.0,17.0,3663.2400000000002,3,4,4,344,Champions,47,0
2464,11,206,1550.34,7.14442396313364,396,1.8248847926267282,2025-03-16,2025-12-30,289,0,289,0.7508650519031141,0.05069124423963134,64,Male,NC,87177,56.0,11.0,1550.34,3,4,3,343,Champions,0,0
2465,17,271,3898.17,13.5353125,572,1.9861111111111112,2024-07-06,2025-07-04,542,179,363,0.7933884297520661,0.059027777777777776,68,Non-Binary,MN,68340,209.0,17.0,3898.17,2,4,4,244,At Risk,179,1
2466,4,121,244.74,1.95792,222,1.776,2025-07-14,2025-12-29,169,1,168,0.7440476190476191,0.032,49,Non-Binary,MO,83392,15.0,4.0,244.74,4,2,1,421,Need Attention,1,0
2467,2,28,83.43,2.781,52,1.7333333333333334,2025-11-23,2025-12-30,37,0,37,0.8108108108108109,0.06666666666666667,52,Non-Binary,MD,63784,1.0,2.0,83.43,4,1,1,411,New Customers,0,0
2468,3,120,305.53,2.4839837398373983,148,1.2032520325203253,2025-01-09,2025-12-29,355,1,354,0.3474576271186441,0.024390243902439025,33,Non-Binary,SD,89012,185.0,3.0,305.53,2,1,1,211,Need Attention,1,0
2469,3,244,470.55,1.9050607287449393,420,1.7004048582995952,2024-06-30,2025-06-29,548,184,364,0.6785714285714286,0.012145748987854251,36,Male,KY,64758,222.0,3.0,470.55,2,1,1,211,Need Attention,184,1
2470,6,98,651.53,6.264711538461539,195,1.875,2025-08-16,2025-12-30,136,0,136,0.7647058823529411,0.057692307692307696,64,Female,IA,66752,9.0,6.0,651.53,4,2,2,422,Loyal Customers,0,0
2471,5,76,715.66,8.835308641975308,143,1.7654320987654322,2025-09-07,2025-12-30,114,0,114,0.7105263157894737,0.06172839506172839,48,Non-Binary,DE,64566,5.0,5.0,715.66,4,2,2,422,Loyal Customers,0,0
2472,3,83,593.0699999999999,6.896162790697674,123,1.430232558139535,2025-08-04,2025-12-30,148,0,148,0.581081081081081,0.03488372093023256,45,Female,AK,99939,26.0,3.0,593.0699999999999,3,1,2,312,Need Attention,0,0
2473,5,196,188.07,0.9356716417910448,292,1.4527363184079602,2024-10-09,2025-10-07,447,84,363,0.5537190082644629,0.024875621890547265,57,Male,WA,89542,115.0,5.0,188.07,2,2,1,221,Need Attention,84,0
2474,0,36,0.0,0.0,42,1.1666666666666667,2025-10-10,2025-12-30,81,0,81,0.4444444444444444,0.0,18,Male,HI,41003,,,,,,,,,0,1
2475,3,114,549.01,4.692393162393162,199,1.7008547008547008,2025-07-17,2025-12-30,166,0,166,0.7048192771084337,0.02564102564102564,60,Non-Binary,NM,68509,108.0,3.0,549.01,2,1,2,212,Need Attention,0,0
2476,2,109,143.17000000000002,1.2898198198198199,166,1.4954954954954955,2025-06-13,2025-12-30,200,0,200,0.555,0.018018018018018018,27,Non-Binary,NC,56580,3.0,2.0,143.17000000000002,4,1,1,411,New Customers,0,0
2477,8,250,828.2900000000001,3.2104263565891475,429,1.6627906976744187,2024-11-12,2025-11-11,413,49,364,0.7087912087912088,0.031007751937984496,23,Female,MS,36979,169.0,8.0,828.2900000000001,2,3,2,232,At Risk,49,0
2478,5,132,838.53,6.120656934306569,187,1.364963503649635,2025-04-09,2025-12-25,265,5,260,0.5269230769230769,0.0364963503649635,25,Male,PW,46893,19.0,5.0,838.53,4,2,2,422,Loyal Customers,5,0
2479,12,250,3576.4,13.650381679389314,561,2.1412213740458017,2025-02-20,2025-12-30,313,0,313,0.8370607028753994,0.04580152671755725,41,Non-Binary,OH,97813,9.0,12.0,3576.4,4,4,4,444,Champions,0,0
